Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,16/01/2018,USD,203.63,5922.57,46196.05,15.15
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,16/01/2018,USD,169.49,4191.01,32689.9,10.72
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,16/01/2018,USD,18.01,7051.68,55003.14,18.04
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,16/01/2018,USD,199.9583,6348.25,49516.34,16.24
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,16/01/2018,USD,138.2229,4026.8,31409.06,10.3
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,16/01/2018,USD,152.29,4935.8,38499.2,12.63
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,16/01/2018,USD,18.82,6604.64,51516.21,16.9
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,16/01/2018,USD,203.63,180.43,1407.33,15.15
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,16/01/2018,USD,169.49,127.68,995.87,10.72
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,16/01/2018,USD,18.01,214.82,1675.63,18.04
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,16/01/2018,USD,199.9583,193.39,1508.47,16.24
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,16/01/2018,USD,138.2229,122.67,956.85,10.3
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,16/01/2018,USD,152.29,150.37,1172.85,12.63
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,16/01/2018,USD,18.82,201.21,1569.4,16.9
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,16/01/2018,USD,203.63,5888.36,45929.2,15.15
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,16/01/2018,USD,169.49,4166.81,32501.1,10.72
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,16/01/2018,USD,18.01,7010.95,54685.4,18.04
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,16/01/2018,USD,199.9583,6311.57,49230.28,16.24
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,16/01/2018,USD,138.2229,4003.54,31227.64,10.3
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,16/01/2018,USD,152.29,4907.28,38276.77,12.63
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,16/01/2018,USD,18.82,6566.49,51218.59,16.9
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,16/01/2018,USD,203.63,2509.35,19572.95,15.15
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,16/01/2018,USD,169.49,1775.7,13850.47,10.72
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,16/01/2018,USD,18.01,2987.75,23304.48,18.04
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,16/01/2018,USD,199.9583,2689.69,20979.59,16.24
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,16/01/2018,USD,138.2229,1706.15,13307.96,10.3
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.73229,16/01/2018,USD,152.29,2091.29,16312.07,12.63
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),148.68812,16/01/2018,USD,18.82,2798.31,21826.82,16.9
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,16/01/2018,USD,203.63,180.46,1407.61,15.15
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,16/01/2018,USD,169.49,127.7,996.08,10.72
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,16/01/2018,USD,18.01,214.87,1675.97,18.04
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,16/01/2018,USD,199.9583,193.43,1508.78,16.24
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,16/01/2018,USD,138.2229,122.7,957.04,10.3
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,16/01/2018,USD,152.29,150.4,1173.08,12.63
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,16/01/2018,USD,18.82,201.25,1569.72,16.9
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.44448,16/01/2018,USD,203.63,1312.29,1312.29,15.15
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.4789,16/01/2018,USD,169.49,928.62,928.62,10.72
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,86.75574,16/01/2018,USD,18.01,1562.47,1562.47,18.04
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.03449,16/01/2018,USD,199.9583,1406.6,1406.6,16.24
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.45504,16/01/2018,USD,138.2229,892.23,892.23,10.3
