Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.93954,29/01/2018,USD,209.3,6057.05,47244.96,15.26
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.60356,29/01/2018,USD,172.82,4251.99,33165.5,10.71
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.58502,29/01/2018,USD,18.7,7285.24,56824.87,18.36
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.58912,29/01/2018,USD,205.5063,6491.76,50635.75,16.36
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.98701,29/01/2018,USD,143.1231,4148.71,32359.94,10.45
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.24845,29/01/2018,USD,152.35,4913.05,38321.8,12.38
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),349.18273,29/01/2018,USD,18.72,6536.7,50986.27,16.47
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,29/01/2018,USD,209.3,185.45,1446.51,15.26
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,29/01/2018,USD,172.82,130.18,1015.43,10.71
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,29/01/2018,USD,18.7,223.05,1739.83,18.36
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,29/01/2018,USD,205.5063,198.76,1550.32,16.36
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,29/01/2018,USD,143.1231,127.02,990.77,10.45
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,29/01/2018,USD,152.35,150.42,1173.31,12.38
