Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.08496,04/01/2018,USD,200,5816.99,45372.54,15.13
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.7272,04/01/2018,USD,164.96,4079,31816.19,10.61
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.54273,04/01/2018,USD,17.71,6934.22,54086.93,18.04
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.74786,04/01/2018,USD,193.8144,6153.19,47994.9,16
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.13267,04/01/2018,USD,133.6453,3893.44,30368.87,10.13
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.4105,04/01/2018,USD,152.23,4933.85,38484.03,12.83
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.93742,04/01/2018,USD,18.91,6636.23,51762.57,17.26
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,04/01/2018,USD,200,177.21,1382.24,15.13
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,04/01/2018,USD,164.96,124.26,969.25,10.61
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,04/01/2018,USD,17.71,211.25,1647.72,18.04
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,04/01/2018,USD,193.8144,187.45,1462.12,16
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,04/01/2018,USD,133.6453,118.61,925.16,10.13
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,04/01/2018,USD,152.23,150.31,1172.39,12.83
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,04/01/2018,USD,18.91,202.17,1576.91,17.26
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,28.91695,04/01/2018,USD,200,5783.39,45110.44,15.13
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.58439,04/01/2018,USD,164.96,4055.44,31632.44,10.61
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,389.28088,04/01/2018,USD,17.71,6894.16,53774.48,18.04
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.56445,04/01/2018,USD,193.8144,6117.64,47717.63,16
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,28.9644,04/01/2018,USD,133.6453,3870.96,30193.46,10.13
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.22325,04/01/2018,USD,152.23,4905.35,38261.69,12.83
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),348.90996,04/01/2018,USD,18.91,6597.89,51463.52,17.26
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.3231,04/01/2018,USD,200,2464.62,19224.04,15.13
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.47673,04/01/2018,USD,164.96,1728.24,13480.28,10.61
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.89413,04/01/2018,USD,17.71,2937.99,22916.28,18.04
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.45126,04/01/2018,USD,193.8144,2607.05,20334.97,16
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.34346,04/01/2018,USD,133.6453,1649.65,12867.23,10.13
