Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
38995,38995,1,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),48.98936,28/12/2017,EUR,24.96,1222.77,11209.45,17.17
38995,38995,1,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,37.50439,28/12/2017,USD,31.91,1196.77,9334.77,14.3
38995,38995,1,Initial,03SU,First State China Growth Fund - I ,18.07351,28/12/2017,USD,177.62,3210.22,25039.69,38.36
38995,38995,1,Initial,04FU,Fidelity Funds - Emerging Markets Fund - A,14.5567,28/12/2017,USD,30.15,438.88,3423.3,5.24
38995,38995,1,Initial,37ME,BGF European Value Fund - EUR (A2),12.04432,28/12/2017,EUR,68.91,829.97,7608.56,11.65
38995,38995,1,Accumulation,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,42.6788,28/12/2017,USD,15.17,647.44,5050.01,14.73
38995,38995,1,Accumulation,03SU,First State China Growth Fund - I ,10.54183,28/12/2017,USD,177.62,1872.44,14605.03,42.61
38995,38995,1,Accumulation,04FU,Fidelity Funds - Emerging Markets Fund - A,22.78897,28/12/2017,USD,30.15,687.09,5359.28,15.64
38995,38995,1,Accumulation,17TU,Franklin Templeton Investment Funds - Templeton Global Total Return - A acc,19.08701,28/12/2017,USD,30.29,578.15,4509.54,13.16
38995,38995,1,Accumulation,37ME,BGF European Value Fund - EUR (A2),7.51704,28/12/2017,EUR,68.91,518,4748.62,13.86
38995,38995,2,Initial,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,229.18778,28/12/2017,USD,15.17,3476.78,27118.87,15.32
38995,38995,2,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),104.63266,28/12/2017,EUR,24.96,2611.63,23941.42,13.52
38995,38995,2,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,81.40096,28/12/2017,USD,31.91,2597.5,20260.54,11.44
38995,38995,2,Initial,02YU,Standard Life Investments Global SICAV China Equities Fund ?Class A,5.74201,28/12/2017,USD,62.8369,360.81,2814.32,1.59
38995,38995,2,Initial,03SU,First State China Growth Fund - I ,40.09757,28/12/2017,USD,177.62,7122.13,55552.62,31.38
38995,38995,2,Initial,04FU,Fidelity Funds - Emerging Markets Fund - A,18.92828,28/12/2017,USD,30.15,570.69,4451.36,2.51
38995,38995,2,Initial,08PU,Pictet - Premium Brands - P USD,3.38667,27/12/2017,USD,179.88,609.19,4751.71,2.68
38995,38995,2,Initial,11FU,Fidelity Funds - Global Property Fund - A - ACC - USD,16.34707,28/12/2017,USD,15.76,257.63,2009.51,1.14
38995,38995,2,Initial,14TU,Franklin Templeton Investment Funds - Templeton Global Smaller Companies Fund - A acc,11.61066,28/12/2017,USD,45.95,533.51,4161.38,2.35
38995,38995,2,Initial,16AU,Aberdeen Global - Emerging Markets Smaller Companies Fund - A Acc USD,40.72256,28/12/2017,USD,19.6235,799.12,6233.13,3.52
38995,38995,2,Initial,18ZU,Allianz Thailand Equity - Class A Dis (USD),26.63303,28/12/2017,USD,51.47,1370.8,10692.26,6.04
38995,38995,2,Initial,22MU,BGF World Healthscience Fund - USD (A2),12.22592,28/12/2017,USD,39.35,481.09,3752.5,2.12
38995,38995,2,Initial,37ME,BGF European Value Fund - EUR (A2),17.89881,28/12/2017,EUR,68.91,1233.41,11306.93,6.39
38995,38995,2,Accumulation,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,102.34533,28/12/2017,USD,15.17,1552.58,12110.11,14.72
38995,38995,2,Accumulation,02YU,Standard Life Investments Global SICAV China Equities Fund ?Class A,14.76075,28/12/2017,USD,62.8369,927.52,7234.65,8.79
38995,38995,2,Accumulation,03SU,First State China Growth Fund - I ,27.94073,28/12/2017,USD,177.62,4962.83,38710.09,47.04
38995,38995,2,Accumulation,04FU,Fidelity Funds - Emerging Markets Fund - A,54.64983,28/12/2017,USD,30.15,1647.69,12852,15.62
38995,38995,2,Accumulation,37ME,BGF European Value Fund - EUR (A2),18.02568,28/12/2017,EUR,68.91,1242.15,11387.07,13.84
38995,38995,3,Initial,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,47.86413,28/12/2017,USD,15.17,726.1,5663.57,26.5
38995,38995,3,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),7.71679,28/12/2017,EUR,24.96,192.61,1765.71,8.26
38995,38995,3,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,17.46347,28/12/2017,USD,31.91,557.26,4346.62,20.34
38995,38995,3,Initial,03SU,First State China Growth Fund - I ,4.34276,28/12/2017,USD,177.62,771.36,6016.62,28.16
38995,38995,3,Initial,07SU,First State Global Listed Infrastructure Fund - I,1.95127,28/12/2017,USD,12.77,24.92,194.36,0.91
38995,38995,3,Initial,14TU,Franklin Templeton Investment Funds - Templeton Global Smaller Companies Fund - A acc,1.83519,28/12/2017,USD,45.95,84.33,657.75,3.08
38995,38995,3,Initial,18ZU,Allianz Thailand Equity - Class A Dis (USD),1.74538,28/12/2017,USD,51.47,89.83,700.71,3.28
38995,38995,3,Initial,37ME,BGF European Value Fund - EUR (A2),3.20319,28/12/2017,EUR,68.91,220.73,2023.5,9.47
38995,38995,3,Accumulation,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,20.49078,28/12/2017,USD,15.17,310.85,2424.59,20.4
38995,38995,3,Accumulation,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,9.10954,28/12/2017,USD,31.91,290.69,2267.35,19.08
38995,38995,3,Accumulation,02YU,Standard Life Investments Global SICAV China Equities Fund ?Class A,4.33535,28/12/2017,USD,62.8369,272.42,2124.88,17.88
38995,38995,3,Accumulation,03SU,First State China Growth Fund - I ,2.01295,28/12/2017,USD,177.62,357.54,2788.81,23.46
