Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
30792,30792,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,1.08387,07/12/2017,USD,157.54,170.75,170.75,10.41
30792,30792,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,17.16257,07/12/2017,USD,17.01,291.94,291.94,17.79
30792,30792,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.39143,07/12/2017,USD,185.7063,258.4,258.4,15.75
30792,30792,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,1.27687,07/12/2017,USD,129.4582,165.3,165.3,10.07
30792,30792,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),1.42061,07/12/2017,USD,152.13,216.12,216.12,13.17
30792,30792,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),15.38164,07/12/2017,USD,18.92,291.02,291.02,17.74
30792,30792,2,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.36952,07/12/2017,USD,193.95,265.62,265.62,15.07
30792,30792,2,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,1.16436,07/12/2017,USD,157.54,183.43,183.43,10.41
30792,30792,2,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,18.43922,07/12/2017,USD,17.01,313.65,313.65,17.79
30792,30792,2,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.49507,07/12/2017,USD,185.7063,277.64,277.64,15.75
30792,30792,2,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,1.37218,07/12/2017,USD,129.4582,177.64,177.64,10.08
30792,30792,2,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),1.52637,07/12/2017,USD,152.13,232.21,232.21,13.17
30792,30792,2,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),16.52641,07/12/2017,USD,18.92,312.68,312.68,17.74
31361,31361,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.24886,07/12/2017,USD,193.95,2375.67,18530.2,15.07
31361,31361,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,10.44834,07/12/2017,USD,157.54,1646.03,12839.05,10.44
31361,31361,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,165.99258,07/12/2017,USD,17.01,2823.53,22023.56,17.91
31361,31361,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.36839,07/12/2017,USD,185.7063,2482.59,19364.24,15.74
31361,31361,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,12.26571,07/12/2017,USD,129.4582,1587.9,12385.59,10.07
31361,31361,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),13.59838,07/12/2017,USD,152.13,2068.72,16136.03,13.12
31361,31361,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),147.15257,07/12/2017,USD,18.92,2784.13,21716.19,17.66
31361,31361,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,7.45627,07/12/2017,USD,193.95,1446.14,11279.92,15.21
31361,31361,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,6.20296,07/12/2017,USD,157.54,977.21,7622.27,10.28
31361,31361,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,92.62663,07/12/2017,USD,17.01,1575.58,12289.52,16.58
31361,31361,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.89283,07/12/2017,USD,185.7063,1465.75,11432.84,15.42
31361,31361,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,7.40618,07/12/2017,USD,129.4582,958.79,7478.57,10.09
31361,31361,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),8.65763,07/12/2017,USD,152.13,1317.09,10273.26,13.86
31361,31361,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),93.28042,07/12/2017,USD,18.92,1764.87,13765.95,18.57
31362,31362,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,30.077,07/12/2017,USD,193.95,5833.43,45500.79,15.07
31362,31362,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,25.65602,07/12/2017,USD,157.54,4041.85,31526.43,10.44
31362,31362,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,407.59445,07/12/2017,USD,17.01,6933.18,54078.82,17.91
31362,31362,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,32.82609,07/12/2017,USD,185.7063,6096.01,47548.89,15.74
31362,31362,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,30.11865,07/12/2017,USD,129.4582,3899.11,30413.03,10.07
31362,31362,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),33.3908,07/12/2017,USD,152.13,5079.74,39621.99,13.12
31362,31362,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),361.33362,07/12/2017,USD,18.92,6836.43,53324.17,17.66
31362,31362,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.843,07/12/2017,USD,193.95,163.5,1275.3,15.07
31362,31362,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.71672,07/12/2017,USD,157.54,112.91,880.71,10.41
31362,31362,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.34852,07/12/2017,USD,17.01,193.04,1505.7,17.79
31362,31362,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.92018,07/12/2017,USD,185.7063,170.88,1332.89,15.75
31362,31362,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.84441,07/12/2017,USD,129.4582,109.32,852.66,10.08
31362,31362,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.93939,07/12/2017,USD,152.13,142.91,1114.69,13.17
31362,31362,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.17195,07/12/2017,USD,18.92,192.45,1501.14,17.74
33435,33435,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,2.62105,07/12/2017,USD,193.95,508.35,3965.15,15.07
33435,33435,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,2.23576,07/12/2017,USD,157.54,352.22,2747.33,10.44
33435,33435,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,35.51963,07/12/2017,USD,17.01,604.19,4712.67,17.91
33435,33435,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,2.86062,07/12/2017,USD,185.7063,531.24,4143.63,15.74
33435,33435,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,2.62464,07/12/2017,USD,129.4582,339.78,2650.29,10.07
33435,33435,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),2.90984,07/12/2017,USD,152.13,442.67,3452.86,13.12
33435,33435,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),31.4884,07/12/2017,USD,18.92,595.76,4646.93,17.66
33435,33435,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,1.00615,07/12/2017,USD,193.95,195.14,1522.11,15.06
33435,33435,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.85859,07/12/2017,USD,157.54,135.26,1055.05,10.44
33435,33435,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,13.64098,07/12/2017,USD,17.01,232.03,1809.86,17.91
33435,33435,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,1.09824,07/12/2017,USD,185.7063,203.95,1590.81,15.74
33435,33435,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,1.00754,07/12/2017,USD,129.4582,130.43,1017.39,10.07
33435,33435,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),1.11725,07/12/2017,USD,152.13,169.97,1325.74,13.12
33435,33435,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),12.09058,07/12/2017,USD,18.92,228.75,1784.28,17.66
33466,33466,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),12.39551,07/12/2017,USD,152.13,1885.73,14708.69,100
34370,34370,1,Initial,01XP,Threadneedle High Yield Bond Fund ,1.06375,07/12/2017,GBP,0.433,0.46,4.73,0
34370,34370,1,Initial,03RU,Baring Hong Kong China Fund - Class A USD lnc,9.19815,07/12/2017,USD,1168.95,10752.18,83866.98,24.56
34370,34370,1,Initial,10FU,Fidelity Funds - Taiwan Fund - A,899.12176,07/12/2017,USD,12.79,11499.77,89698.19,26.27
34370,34370,1,Initial,18FU,Fidelity Funds - Indonesia Fund - A - USD,349.88548,07/12/2017,USD,28.5,9971.74,77779.54,22.78
34370,34370,1,Initial,24BU,PARVEST Equity Russia - Classic Cap - USD,122.44509,06/12/2017,USD,94.3,11546.57,90063.26,26.38
36523,36523,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,9.743,07/12/2017,USD,193.95,1889.65,14739.31,15.07
36523,36523,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,8.31086,07/12/2017,USD,157.54,1309.29,10212.48,10.44
36523,36523,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,132.03405,07/12/2017,USD,17.01,2245.9,17518.01,17.91
36523,36523,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,10.63353,07/12/2017,USD,185.7063,1974.71,15402.77,15.74
36523,36523,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,9.75644,07/12/2017,USD,129.4582,1263.05,9851.8,10.07
36523,36523,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),10.81645,07/12/2017,USD,152.13,1645.51,12834.95,13.12
36523,36523,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),117.0486,07/12/2017,USD,18.92,2214.56,17273.56,17.66
36523,36523,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.76329,07/12/2017,USD,193.95,148.04,1154.71,15.07
36523,36523,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.65098,07/12/2017,USD,157.54,102.56,799.93,10.44
36523,36523,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,10.3428,07/12/2017,USD,17.01,175.93,1372.26,17.91
36523,36523,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.83303,07/12/2017,USD,185.7063,154.7,1206.65,15.75
36523,36523,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.76406,07/12/2017,USD,129.4582,98.91,771.53,10.07
36523,36523,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.84753,07/12/2017,USD,152.13,128.93,1005.69,13.12
36523,36523,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),9.16635,07/12/2017,USD,18.92,173.43,1352.73,17.65
38849,38849,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,2.18271,07/12/2017,USD,193.95,423.34,3302.03,15.07
38849,38849,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,1.86188,07/12/2017,USD,157.54,293.32,2287.9,10.44
38849,38849,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,29.57931,07/12/2017,USD,17.01,503.14,3924.52,17.91
38849,38849,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,2.38221,07/12/2017,USD,185.7063,442.39,3450.65,15.74
38849,38849,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,2.18575,07/12/2017,USD,129.4582,282.96,2207.11,10.07
38849,38849,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),2.42318,07/12/2017,USD,152.13,368.64,2875.38,13.12
38849,38849,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),26.22296,07/12/2017,USD,18.92,496.14,3869.88,17.66
38849,38849,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,4.22895,07/12/2017,USD,193.95,820.2,6397.6,15.1
38849,38849,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,3.57947,07/12/2017,USD,157.54,563.91,4398.5,10.38
38849,38849,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,55.78755,07/12/2017,USD,17.01,948.95,7401.78,17.47
38849,38849,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,4.57244,07/12/2017,USD,185.7063,849.13,6623.22,15.63
38849,38849,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,4.22864,07/12/2017,USD,129.4582,547.43,4269.97,10.08
38849,38849,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),4.74462,07/12/2017,USD,152.13,721.8,5630.03,13.29
38849,38849,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),51.78956,07/12/2017,USD,18.92,979.86,7642.9,18.04
38933,38933,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,15.95096,07/12/2017,USD,193.95,3093.69,24130.77,15.07
38933,38933,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,13.56103,07/12/2017,USD,157.54,2136.4,16663.96,10.41
38933,38933,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,214.73248,07/12/2017,USD,17.01,3652.6,28490.28,17.79
38933,38933,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,17.41138,07/12/2017,USD,185.7063,3233.4,25220.54,15.75
38933,38933,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,15.97715,07/12/2017,USD,129.4582,2068.37,16133.31,10.07
38933,38933,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),17.77478,07/12/2017,USD,152.13,2704.08,21091.8,13.17
38933,38933,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),192.4629,07/12/2017,USD,18.92,3641.4,28402.9,17.74
38933,38933,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,13.84835,07/12/2017,USD,193.95,2685.89,20949.92,15.07
38933,38933,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,11.77319,07/12/2017,USD,157.54,1854.75,14467.04,10.41
38933,38933,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,186.42443,07/12/2017,USD,17.01,3171.08,24734.42,17.79
38933,38933,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,15.11601,07/12/2017,USD,185.7063,2807.14,21895.68,15.75
38933,38933,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,13.87107,07/12/2017,USD,129.4582,1795.72,14006.65,10.08
38933,38933,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),15.43133,07/12/2017,USD,152.13,2347.57,18311.03,13.17
38933,38933,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),167.08827,07/12/2017,USD,18.92,3161.31,24658.22,17.74
38995,38995,1,Initial,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,73.23646,07/12/2017,USD,14.96,1095.62,8545.82,13.66
38995,38995,1,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),48.98936,07/12/2017,EUR,24.74,1212,10931.93,17.48
38995,38995,1,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,37.50439,07/12/2017,USD,30.2,1132.63,8834.53,14.12
38995,38995,1,Initial,03SU,First State China Growth Fund - I ,17.04136,07/12/2017,USD,166.59,2838.92,22143.58,35.4
38995,38995,1,Initial,04FU,Fidelity Funds - Emerging Markets Fund - A,14.5567,07/12/2017,USD,28.53,415.3,3239.36,5.18
38995,38995,1,Initial,13ZU,PIMCO GIS Total Return Bond Fund - Class E Acc,6.98635,07/12/2017,USD,26.31,183.81,1433.72,2.29
38995,38995,1,Initial,37ME,BGF European Value Fund - EUR (A2),12.04432,07/12/2017,EUR,68.31,822.75,7420.99,11.86
38995,38995,1,Accumulation,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,42.6788,07/12/2017,USD,14.96,638.47,4980.1,15.02
38995,38995,1,Accumulation,03SU,First State China Growth Fund - I ,8.38532,07/12/2017,USD,166.59,1396.91,10895.9,32.86
38995,38995,1,Accumulation,04FU,Fidelity Funds - Emerging Markets Fund - A,22.78897,07/12/2017,USD,28.53,650.17,5071.32,15.3
38995,38995,1,Accumulation,13ZU,PIMCO GIS Total Return Bond Fund - Class E Acc,14.59743,07/12/2017,USD,26.31,384.06,2995.66,9.04
38995,38995,1,Accumulation,17TU,Franklin Templeton Investment Funds - Templeton Global Total Return - A acc,19.08701,07/12/2017,USD,30.77,587.31,4581,13.82
38995,38995,1,Accumulation,37ME,BGF European Value Fund - EUR (A2),7.51704,07/12/2017,EUR,68.31,513.49,4631.55,13.97
38995,38995,2,Initial,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,229.18778,07/12/2017,USD,14.96,3428.65,26743.46,15.68
38995,38995,2,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),104.63266,07/12/2017,EUR,24.74,2588.61,23348.68,13.69
38995,38995,2,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,81.40096,07/12/2017,USD,30.2,2458.31,19174.81,11.24
38995,38995,2,Initial,03SU,First State China Growth Fund - I ,35.17752,07/12/2017,USD,166.59,5860.22,45709.74,26.8
38995,38995,2,Initial,04FU,Fidelity Funds - Emerging Markets Fund - A,18.92828,07/12/2017,USD,28.53,540.02,4212.19,2.47
38995,38995,2,Initial,06SU,Stewart Investors Global Emerging Markets Leaders Fund - I,42.86208,07/12/2017,USD,27.34,1171.85,9140.42,5.36
38995,38995,2,Initial,08PU,Pictet - Premium Brands - P USD,3.38667,06/12/2017,USD,174.5,590.97,4609.6,2.7
38995,38995,2,Initial,11FU,Fidelity Funds - Global Property Fund - A - ACC - USD,16.34707,07/12/2017,USD,15.5,253.38,1976.36,1.16
38995,38995,2,Initial,13ZU,PIMCO GIS Total Return Bond Fund - Class E Acc,2.07042,07/12/2017,USD,26.31,54.47,424.89,0.25
38995,38995,2,Initial,14TU,Franklin Templeton Investment Funds - Templeton Global Smaller Companies Fund - A acc,11.61066,07/12/2017,USD,44.69,518.88,4047.27,2.37
38995,38995,2,Initial,16AU,Aberdeen Global - Emerging Markets Smaller Companies Fund - A2,40.72256,07/12/2017,USD,18.9278,770.79,6012.15,3.53
38995,38995,2,Initial,17TU,Franklin Templeton Investment Funds - Templeton Global Total Return - A acc,14.99722,07/12/2017,USD,30.77,461.46,3599.42,2.11
38995,38995,2,Initial,18ZU,Allianz Thailand Equity - Class A Dis (USD),26.63303,07/12/2017,USD,50.56,1346.57,10503.21,6.16
38995,38995,2,Initial,37ME,BGF European Value Fund - EUR (A2),17.89881,07/12/2017,EUR,68.31,1222.67,11028.18,6.47
38995,38995,2,Accumulation,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,102.34533,07/12/2017,USD,14.96,1531.09,11942.47,15.02
38995,38995,2,Accumulation,03SU,First State China Growth Fund - I ,20.10794,07/12/2017,USD,166.59,3349.78,26128.3,32.86
38995,38995,2,Accumulation,04FU,Fidelity Funds - Emerging Markets Fund - A,54.64983,07/12/2017,USD,28.53,1559.16,12161.45,15.3
38995,38995,2,Accumulation,13ZU,PIMCO GIS Total Return Bond Fund - Class E Acc,35.00661,07/12/2017,USD,26.31,921.02,7183.99,9.04
38995,38995,2,Accumulation,17TU,Franklin Templeton Investment Funds - Templeton Global Total Return - A acc,45.77345,07/12/2017,USD,30.77,1408.45,10985.9,13.82
38995,38995,2,Accumulation,37ME,BGF European Value Fund - EUR (A2),18.02568,07/12/2017,EUR,68.31,1231.33,11106.35,13.97
38995,38995,3,Initial,01TU,Franklin Templeton Investment Funds - Franklin U.S. Opportunities Fund - A acc,47.86413,07/12/2017,USD,14.96,716.05,5585.17,27.09
38995,38995,3,Initial,02ME,BGF Continental European Flexible Fund - EUR (A2),7.71679,07/12/2017,EUR,24.74,190.91,1721.99,8.35
38995,38995,3,Initial,02TU,Franklin Templeton Investment Funds - Franklin Biotechnology Discovery Fund - A acc,17.46347,07/12/2017,USD,30.2,527.4,4113.69,19.95
38995,38995,3,Initial,03SU,First State China Growth Fund - I ,3.37294,07/12/2017,USD,166.59,561.9,4382.8,21.26
38995,38995,3,Initial,07SU,First State Global Listed Infrastructure Fund - I,1.95127,07/12/2017,USD,12.8,24.98,194.81,0.94
38995,38995,3,Initial,13ZU,PIMCO GIS Total Return Bond Fund - Class E Acc,3.98783,07/12/2017,USD,26.31,104.92,818.37,3.97
38995,38995,3,Initial,14TU,Franklin Templeton Investment Funds - Templeton Global Smaller Companies Fund - A acc,1.83519,07/12/2017,USD,44.69,82.01,639.71,3.1
38995,38995,3,Initial,18ZU,Allianz Thailand Equity - Class A Dis (USD),1.74538,07/12/2017,USD,50.56,88.25,688.32,3.34
