Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,04/12/2017,USD,194.76,5693.05,44405.81,15.13
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,04/12/2017,USD,157.56,3915.6,30541.65,10.41
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,04/12/2017,USD,16.66,6555.88,51135.87,17.42
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,04/12/2017,USD,188.1598,6003.69,46828.78,15.96
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,04/12/2017,USD,130.8817,3832.09,29890.34,10.18
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,04/12/2017,USD,152.12,4955.06,38649.48,13.17
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,04/12/2017,USD,18.91,6669.57,52022.68,17.73
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,04/12/2017,USD,194.76,172.57,1346.02,15.13
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,04/12/2017,USD,157.56,118.69,925.77,10.41
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,04/12/2017,USD,16.66,198.72,1550.03,17.42
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,04/12/2017,USD,188.1598,181.98,1419.46,15.96
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,04/12/2017,USD,130.8817,116.16,906.03,10.18
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,04/12/2017,USD,152.12,150.2,1171.54,13.17
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,04/12/2017,USD,18.91,202.17,1576.91,17.73
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,04/12/2017,USD,194.76,5660.17,44149.29,15.13
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,04/12/2017,USD,157.56,3892.98,30365.26,10.41
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,04/12/2017,USD,16.66,6518.01,50840.47,17.42
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.72307,04/12/2017,USD,188.1598,5969.01,46558.25,15.96
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.10995,04/12/2017,USD,130.8817,3809.96,29717.69,10.18
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.38518,04/12/2017,USD,152.12,4926.43,38426.18,13.17
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.66328,04/12/2017,USD,18.91,6631.04,51722.13,17.73
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.35193,04/12/2017,USD,194.76,2405.66,18764.16,15.13
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.50124,04/12/2017,USD,157.56,1654.58,12905.69,10.41
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,166.28205,04/12/2017,USD,16.66,2770.26,21608.02,17.42
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.48274,04/12/2017,USD,188.1598,2536.91,19787.9,15.96
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.3723,04/12/2017,USD,130.8817,1619.31,12630.6,10.19
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.76443,04/12/2017,USD,152.12,2093.85,16331.99,13.17
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),149.03597,04/12/2017,USD,18.91,2818.27,21982.51,17.73
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,04/12/2017,USD,194.76,172.6,1346.3,15.13
30256,30256,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75345,04/12/2017,USD,157.56,118.71,925.97,10.41
30256,30256,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.93046,04/12/2017,USD,16.66,198.76,1550.34,17.42
30256,30256,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96737,04/12/2017,USD,188.1598,182.02,1419.76,15.96
30256,30256,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.88768,04/12/2017,USD,130.8817,116.18,906.21,10.18
30256,30256,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98756,04/12/2017,USD,152.12,150.23,1171.78,13.17
30256,30256,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69318,04/12/2017,USD,18.91,202.21,1577.22,17.73
30792,30792,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,6.47686,04/12/2017,USD,194.76,1261.43,1261.43,15.13
30792,30792,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,5.50643,04/12/2017,USD,157.56,867.59,867.59,10.41
30792,30792,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,87.1917,04/12/2017,USD,16.66,1452.61,1452.61,17.42
30792,30792,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,7.06984,04/12/2017,USD,188.1598,1330.26,1330.26,15.96
30792,30792,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,6.48748,04/12/2017,USD,130.8817,849.09,849.09,10.18
