Policy Number,Contract No.,Coverage No.,Account Type,Fund Code,Fund Name,Units Held,Price Date,Fund Ccy,Price,Amount in Fund Ccy,Amount in Contract Ccy,Portfolio Weighting
28958,28958,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.23112,30/11/2017,USD,195.06,5701.82,44474.21,15.08
28958,28958,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.85146,30/11/2017,USD,158.77,3945.67,30776.2,10.44
28958,28958,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,393.51028,30/11/2017,USD,17.22,6776.25,52854.73,17.92
28958,28958,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.9074,30/11/2017,USD,187.2768,5975.52,46609.02,15.8
28958,28958,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.27907,30/11/2017,USD,129.628,3795.39,29604.02,10.04
28958,28958,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.57337,30/11/2017,USD,152.11,4954.74,38646.94,13.1
28958,28958,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),352.70092,30/11/2017,USD,18.88,6658.99,51940.15,17.61
28958,28958,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88605,30/11/2017,USD,195.06,172.83,1348.1,15.08
28958,28958,2,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,0.75329,30/11/2017,USD,158.77,119.6,932.88,10.44
28958,28958,2,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,11.92806,30/11/2017,USD,17.22,205.4,1602.13,17.92
28958,28958,2,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,0.96717,30/11/2017,USD,187.2768,181.13,1412.8,15.8
28958,28958,2,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,0.8875,30/11/2017,USD,129.628,115.04,897.35,10.04
28958,28958,2,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),0.98736,30/11/2017,USD,152.11,150.19,1171.46,13.1
28958,28958,2,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),10.69103,30/11/2017,USD,18.88,201.85,1574.4,17.61
30256,30256,1,Initial,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,29.06226,30/11/2017,USD,195.06,5668.88,44217.3,15.08
30256,30256,1,Initial,06IU,Investec GSF Global Dynamic Fund - A acc,24.70793,30/11/2017,USD,158.77,3922.88,30598.45,10.44
30256,30256,1,Initial,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,391.23707,30/11/2017,USD,17.22,6737.1,52549.4,17.92
30256,30256,1,Initial,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,31.72307,30/11/2017,USD,187.2768,5941,46339.76,15.8
30256,30256,1,Initial,18CU,Schroder International Selection Fund - US Large Cap - A1,29.10995,30/11/2017,USD,129.628,3773.46,29433.02,10.04
30256,30256,1,Initial,28MU,BGF US Dollar Reserve Fund - USD (A2),32.38518,30/11/2017,USD,152.11,4926.11,38423.66,13.1
30256,30256,1,Initial,52MU,BGF US Government Mortgage Fund - USD (A2),350.66328,30/11/2017,USD,18.88,6620.52,51640.08,17.61
30256,30256,1,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,12.35193,30/11/2017,USD,195.06,2409.37,18793.07,15.08
30256,30256,1,Accumulation,06IU,Investec GSF Global Dynamic Fund - A acc,10.50124,30/11/2017,USD,158.77,1667.28,13004.8,10.44
30256,30256,1,Accumulation,07TU,Franklin Templeton Investment Funds - Franklin Technology Fund - A acc,166.28205,30/11/2017,USD,17.22,2863.38,22334.34,17.92
30256,30256,1,Accumulation,17CU,Schroder International Selection Fund - Global Equity Alpha - A1,13.48274,30/11/2017,USD,187.2768,2525,19695.03,15.8
30256,30256,1,Accumulation,18CU,Schroder International Selection Fund - US Large Cap - A1,12.3723,30/11/2017,USD,129.628,1603.8,12509.61,10.04
30256,30256,1,Accumulation,28MU,BGF US Dollar Reserve Fund - USD (A2),13.76443,30/11/2017,USD,152.11,2093.71,16330.92,13.11
30256,30256,1,Accumulation,52MU,BGF US Government Mortgage Fund - USD (A2),149.03597,30/11/2017,USD,18.88,2813.8,21947.63,17.61
30256,30256,2,Accumulation,04LU,Legg Mason ClearBridge US Appreciation Fund - Class A Acc,0.88623,30/11/2017,USD,195.06,172.87,1348.37,15.08
